place_id,user_name,user_rating
78910,user_697,4.0
78910,user_607,5.0
78910,user_728,5.0
78910,user_18,5.0
78910,user_755,5.0
78910,user_755,5.0
78910,user_552,5.0
78910,user_667,5.0
78910,user_755,5.0
78910,user_696,5.0
78910,user_755,1.0
78910,user_606,5.0
78910,user_522,5.0
78910,user_588,5.0
78910,user_755,5.0
78910,user_620,5.0
78910,user_735,5.0
78910,user_620,5.0
78910,user_615,3.0
78910,user_606,5.0
78910,user_606,5.0
78910,user_751,5.0
78910,user_36,4.0
78910,user_755,5.0
78910,user_755,1.0
78910,user_531,5.0
78910,user_284,5.0
78910,user_387,5.0
78910,user_407,5.0
78910,user_500,5.0
78910,user_521,5.0
78910,user_208,5.0
78910,user_198,5.0
78910,user_460,5.0
78910,user_535,5.0
78910,user_181,4.0
78910,user_345,5.0
78910,user_617,4.0
78910,user_139,5.0
78910,user_703,5.0
78910,user_192,5.0
78910,user_594,5.0
78910,user_122,5.0
78910,user_468,5.0
78910,user_225,5.0
78910,user_81,5.0
78910,user_417,4.0
78910,user_260,5.0
78910,user_606,4.0
78910,user_209,5.0
78910,user_448,5.0
78910,user_717,4.0
78910,user_533,4.0
78910,user_19,5.0
78910,user_118,5.0
78910,user_717,4.0
78910,user_684,5.0
78910,user_475,5.0
78910,user_717,4.0
78910,user_515,5.0
78910,user_280,5.0
78910,user_128,5.0
78910,user_373,5.0
78910,user_410,5.0
78910,user_571,4.0
78910,user_316,5.0
78910,user_147,4.0
78910,user_3660,5.0
78910,user_6119,5.0
78910,user_3963,5.0
78910,user_6387,5.0
78910,user_9503,5.0
78910,user_5100,5.0
78910,user_5986,5.0
78910,user_5037,5.0
78910,user_6588,5.0
78910,user_6351,4.0
78910,user_10683,5.0
78910,user_6151,5.0
78910,user_5892,5.0
78910,user_8887,5.0
78910,user_4881,5.0
78910,user_3553,5.0
78910,user_8190,5.0
78910,user_2270,5.0
78910,user_3458,4.0
78910,user_4922,5.0
78910,user_8841,5.0
78910,user_6502,5.0
78910,user_2270,5.0
78910,user_1432,5.0
78910,user_3943,4.0
78910,user_6881,5.0
78910,user_9950,5.0
78910,user_1437,4.0
78910,user_6310,5.0
78910,user_4863,5.0
78910,user_9877,5.0
78910,user_4370,5.0
78910,user_5562,5.0
78910,user_3918,5.0
78910,user_4491,5.0
78910,user_4370,5.0
78910,user_3157,5.0
78910,user_8637,5.0
78910,user_4255,5.0
78910,user_5894,5.0
78910,user_6386,5.0
78910,user_4627,5.0
78910,user_4269,5.0
78910,user_8330,5.0
78910,user_8841,5.0
78910,user_4418,5.0
78910,user_8330,5.0
78910,user_8906,5.0
78910,user_6154,5.0
78910,user_10101,4.0
78910,user_2826,5.0
78910,user_9150,4.0
78910,user_6618,4.0
78910,user_1124,4.0
78910,user_5634,4.0
78910,user_4513,5.0
78910,user_9861,5.0
78910,user_10101,4.0
78910,user_2911,5.0
78910,user_7142,5.0
78910,user_5924,5.0
78910,user_5646,5.0
78910,user_7305,5.0
78910,user_4882,5.0
78910,user_3809,3.0
78910,user_1606,3.0
78910,user_4957,5.0
78910,user_4801,5.0
78910,user_8737,5.0
78910,user_7854,5.0
78910,user_3490,5.0
78910,user_2165,5.0
78910,user_5287,5.0
78910,user_1764,5.0
78910,user_10790,5.0
78910,user_1533,5.0
78910,user_9714,5.0
78910,user_8120,5.0
78910,user_2005,5.0
78910,user_3595,4.0
78910,user_4719,4.0
78910,user_6235,5.0
78910,user_4585,5.0
78910,user_3832,5.0
78910,user_10385,5.0
78910,user_5410,5.0
78910,user_4493,5.0
78910,user_4365,5.0
78910,user_4472,5.0
78910,user_8827,5.0
78910,user_4996,5.0
78910,user_8538,5.0
78910,user_9210,5.0
78910,user_4996,5.0
78910,user_4996,5.0
78910,user_9498,4.0
78910,user_10349,5.0
78910,user_5836,4.0
78910,user_8938,5.0
78910,user_1444,4.0
78910,user_8450,5.0
78910,user_10345,5.0
78910,user_5957,3.0
78910,user_2273,5.0
78910,user_4421,5.0
78910,user_4365,5.0
78910,user_4409,5.0
78910,user_3848,4.0
78910,user_4585,4.0
78910,user_8664,3.0
78910,user_8703,5.0
78910,user_4128,5.0
78910,user_7661,4.0
78910,user_3665,5.0
78910,user_9878,4.0
78910,user_4047,5.0
78910,user_3819,5.0
78910,user_3818,5.0
78910,user_1860,5.0
78910,user_6292,5.0
78910,user_5158,5.0
78910,user_7012,5.0
78910,user_5104,5.0
78910,user_4864,5.0
78910,user_7298,5.0
78910,user_3388,5.0
78910,user_6943,5.0
78910,user_5071,3.0
78910,user_7930,5.0
78910,user_6078,5.0
78910,user_10429,5.0
78910,user_6821,5.0
78910,user_9800,5.0
78910,user_3708,5.0
78910,user_3708,5.0
78910,user_10985,5.0
78910,user_10952,5.0
78910,user_5445,4.0
78910,user_2071,5.0
78910,user_6080,5.0
78910,user_6080,5.0
78910,user_5889,5.0
78910,user_7553,2.0
78910,user_4591,5.0
78910,user_10363,4.0
78910,user_8408,5.0
78910,user_6336,5.0
78910,user_8851,5.0
78910,user_10154,5.0
78910,user_4485,5.0
78910,user_6424,5.0
78910,user_7438,4.0
78910,user_2456,5.0
78910,user_4291,5.0
78910,user_5633,5.0
78910,user_10186,5.0
78910,user_2767,5.0
78910,user_9012,4.0
78910,user_3767,5.0
78910,user_9245,5.0
78910,user_9782,5.0
78910,user_8340,5.0
78910,user_8636,4.0
78910,user_6287,5.0
78910,user_4969,4.0
78910,user_8755,4.0
78910,user_7781,5.0
78910,user_6309,5.0
78910,user_2858,5.0
78910,user_9223,5.0
78910,user_8143,4.0
78910,user_6383,4.0
78910,user_4448,5.0
78910,user_4275,5.0
78910,user_6749,5.0
78910,user_8514,4.0
78910,user_8064,4.0
78910,user_6221,5.0
78910,user_6468,5.0
78910,user_7097,4.0
78910,user_5814,5.0
78910,user_5718,5.0
78910,user_2814,5.0
78910,user_3759,4.0
78910,user_2793,5.0
78910,user_5500,5.0
78910,user_3361,5.0
78910,user_6010,5.0
78910,user_5902,5.0
78910,user_5481,5.0
78910,user_7856,5.0
78910,user_8392,4.0
78910,user_9055,3.0
78910,user_5246,5.0
78910,user_8558,4.0
78910,user_7778,5.0
78910,user_1998,4.0
78910,user_4331,5.0
78910,user_9328,5.0
78910,user_10335,5.0
78910,user_6352,3.0
78910,user_6346,5.0
78910,user_4179,5.0
78910,user_8080,5.0
78910,user_10008,5.0
78910,user_1935,5.0
78910,user_8770,5.0
78910,user_4357,5.0
78910,user_9632,5.0
78910,user_8271,5.0
78910,user_2178,5.0
78910,user_3040,4.0
78910,user_3299,5.0
78910,user_4416,5.0
78910,user_4703,5.0
78910,user_3049,4.0
78910,user_8714,5.0
78910,user_9632,5.0
78910,user_8771,5.0
78910,user_9260,4.0
78910,user_9366,5.0
78910,user_8800,5.0
78910,user_8568,4.0
78910,user_8868,4.0
78910,user_9629,5.0
78910,user_8449,5.0
78910,user_6869,4.0
78910,user_9558,5.0
78910,user_8903,4.0
78910,user_6666,4.0
78910,user_6298,5.0
78910,user_9831,5.0
78910,user_8368,5.0
78910,user_9417,4.0
78910,user_1549,5.0
78910,user_2474,5.0
78910,user_6589,4.0
78910,user_2702,5.0
78910,user_5177,5.0
78910,user_3235,5.0
78910,user_3385,5.0
78910,user_3671,5.0
78910,user_5117,5.0
78910,user_4937,5.0
78910,user_5139,5.0
78910,user_2919,5.0
78910,user_5067,5.0
78910,user_5204,5.0
78910,user_6936,5.0
78910,user_1900,5.0
78910,user_9921,4.0
78910,user_8045,4.0
78910,user_3519,5.0
78910,user_10620,5.0
78910,user_5449,5.0
78910,user_8629,5.0
78910,user_1873,5.0
78910,user_9415,4.0
78910,user_8541,5.0
78910,user_5552,5.0
78910,user_3428,4.0
78910,user_4352,5.0
78910,user_4474,5.0
78910,user_3568,5.0
78910,user_4345,5.0
78910,user_10386,5.0
78910,user_8994,5.0
78910,user_4477,5.0
78910,user_5590,5.0
78910,user_2418,5.0
78910,user_7724,5.0
78910,user_4478,5.0
78910,user_6732,5.0
78910,user_9526,5.0
78910,user_4479,5.0
78910,user_9191,3.0
78910,user_8687,4.0
78910,user_6285,4.0
78910,user_8706,3.0
78910,user_4401,5.0
78910,user_1897,5.0
78910,user_4478,5.0
78910,user_9921,4.0
78910,user_6600,4.0
78910,user_9050,5.0
78910,user_4345,5.0
78910,user_9905,4.0
78910,user_9548,4.0
78910,user_8059,4.0
78910,user_10061,4.0
78910,user_8757,4.0
78910,user_10194,5.0
78910,user_10102,5.0
78910,user_2278,5.0
78910,user_10341,4.0
78910,user_7771,5.0
78910,user_5421,5.0
78910,user_9729,4.0
78910,user_6822,5.0
78910,user_5147,5.0
78910,user_2030,5.0
78910,user_1693,5.0
78910,user_5018,5.0
78910,user_7299,5.0
78910,user_3719,5.0
78910,user_1540,4.0
78910,user_6508,5.0
78910,user_10518,5.0
78910,user_7874,4.0
78910,user_10962,5.0
78910,user_9074,5.0
78910,user_7955,5.0
78910,user_10260,4.0
78910,user_7947,5.0
78910,user_8248,5.0
78910,user_5237,5.0
78910,user_5763,4.0
78910,user_7751,5.0
78910,user_10368,5.0
78910,user_7341,5.0
78910,user_1711,5.0
78910,user_4343,5.0
78910,user_4469,5.0
78910,user_10064,4.0
78910,user_8369,5.0
78910,user_4599,5.0
78910,user_6188,5.0
78910,user_9851,5.0
78910,user_9285,5.0
78910,user_4343,5.0
78910,user_1711,5.0
78910,user_4088,5.0
78910,user_8972,4.0
78910,user_9404,5.0
78910,user_9361,5.0
78910,user_4407,5.0
78910,user_9265,4.0
78910,user_3715,5.0
78910,user_9727,5.0
78910,user_10981,5.0
78910,user_3427,4.0
78910,user_9746,5.0
78910,user_8890,4.0
78910,user_8987,5.0
78910,user_8227,5.0
78910,user_6617,4.0
78910,user_3856,4.0
78910,user_8831,5.0
78910,user_9007,5.0
78910,user_5849,4.0
78910,user_9061,5.0
78910,user_4234,4.0
78910,user_8839,4.0
78910,user_9634,5.0
78910,user_2510,4.0
78910,user_3472,5.0
78910,user_3472,5.0
78910,user_3014,5.0
78910,user_5097,5.0
78910,user_3965,5.0
78910,user_8115,5.0
78910,user_3179,5.0
78910,user_7035,5.0
78910,user_5040,5.0
78910,user_1585,5.0
78910,user_3641,5.0
78910,user_5769,5.0
78910,user_1571,5.0
78910,user_5623,5.0
78910,user_8389,5.0
78910,user_9289,4.0
78910,user_2219,5.0
78910,user_9117,5.0
78910,user_2744,5.0
78910,user_8267,5.0
78910,user_4726,5.0
78910,user_8295,5.0
78910,user_4624,5.0
78910,user_6768,5.0
78910,user_2149,4.0
78910,user_11066,5.0
78910,user_8320,5.0
78910,user_8940,5.0
78910,user_4624,5.0
78910,user_4410,5.0
78910,user_9430,5.0
78910,user_5863,5.0
78910,user_10029,4.0
78910,user_8810,5.0
78910,user_4044,5.0
78910,user_8379,5.0
78910,user_5883,5.0
78910,user_3184,5.0
78910,user_9152,4.0
78910,user_3325,5.0
78910,user_3073,5.0
78910,user_8705,5.0
78910,user_9663,5.0
78910,user_8989,5.0
78910,user_5458,5.0
78910,user_1550,4.0
78910,user_3045,4.0
78910,user_8772,4.0
78910,user_6303,4.0
78910,user_9846,4.0
78910,user_4776,5.0
78910,user_3616,5.0
78910,user_6075,5.0
78910,user_7116,4.0
78910,user_4005,5.0
78910,user_4005,5.0
78910,user_3118,5.0
78910,user_7965,5.0
78910,user_5380,4.0
78910,user_4005,5.0
78910,user_7346,5.0
78910,user_4005,5.0
78910,user_8489,5.0
78910,user_8039,5.0
78910,user_7492,5.0
78910,user_1481,5.0
78910,user_8452,5.0
78910,user_10660,5.0
78910,user_8039,5.0
78910,user_8039,5.0
78910,user_8039,5.0
78910,user_8039,5.0
78910,user_4295,4.0
78910,user_7829,5.0
78910,user_2327,5.0
78910,user_6040,5.0
78910,user_9231,5.0
78910,user_10088,5.0
78910,user_10088,5.0
78910,user_7764,5.0
78910,user_8148,4.0
78910,user_8986,4.0
78910,user_4439,5.0
78910,user_11026,5.0
78910,user_8413,5.0
78910,user_1459,5.0
78910,user_8129,5.0
78910,user_9324,4.0
78910,user_8039,5.0
78910,user_4406,5.0
78910,user_6449,5.0
78910,user_4438,5.0
78910,user_6040,4.0
78910,user_3642,4.0
78910,user_3867,5.0
78910,user_5258,5.0
78910,user_8929,5.0
78910,user_10366,5.0
