place_id,head_image,user_name,content,user_rating,create_time
99874,https://ak-d.tripcdn.com/images/0a24x2224x3ns12hcBC47.jpg,LYYLDJ,"Walking near Xianyou Island Park, you can see the scenery! A good place for summer sports and winter walks 👍🏻👍🏻👍🏻",5.0,2022-12-26 17:27:20
99874,https://ak-d.tripcdn.com/images/0a24g2224tsew7lwg1F92.jpg,Lil,I had a nice time here. There weren&rsquo;t many people here at the time. The have places to take pictures and enjoy a picnic outside. It is a good place to go to have a break from the busyness of the city. I also saw a few cats roaming around the island. It was nice to see them acting on natural instincts.,5.0,2023-04-17 21:11:43
99874,https://ak-d.tripcdn.com/images/0a20r22348p447aswF242.jpg,여행가야겠다아아,"If you are looking for a quiet Hangang Park without people, Seonyudo Park is good.",5.0,2022-10-02 11:36:55
99874,https://ak-d.tripcdn.com/images/0a22q2224tnlh6dog4D17.jpg,쀼쀼뺘뺩,Seonyudo Park is natural and so pretty ㅎㅎ,5.0,2023-01-07 21:00:26
99874,https://ak-d.tripcdn.com/images/0a2632224t0fnunz4562B.jpg,초코크로와상,Leaving the city forest and enjoying the green for a while! It was nice to spend time with someone close :),5.0,2022-11-07 10:58:32
99874,https://ak-d.tripcdn.com/images/0a21x2215a97ovoo098BC.jpg,큐티채,,5.0,2022-03-10 22:54:52
99874,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,紫色的毛衣,"Fairy Tour to the park, the environment here is very good, the trees are shady, birds are singing and flowers are fragrant, the air is particularly fresh, especially with children and elderly people to play, free friends must not miss.",5.0,2017-03-05 11:52:33
99874,https://ak-d.tripcdn.com/images/0Z8421200097c94p431D7.jpg,为爱痴狂qq,,5.0,2020-10-28 15:29:48
99874,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,呵呵,"It&#39;s not bad. It&#39;s a good place for weekend leisure, and it&#39;s a transformed place. It feels very wise! ________",5.0,2015-11-23 09:21:31
99874,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,coldwar,"Xianyou Island Park used to be a refinery, but was later converted into a park. Seoul people like the island very much. There are benches, waterfalls, water gardens everywhere. There are also many factories and former offices to visit. Besides, there are greenhouses and other gardening-related buildings.",3.0,2017-11-18 13:34:40
99874,https://ak-d.tripcdn.com/images/Z80o080000002xtr26EC8.jpg,馨馨宁宁,"Xianyou Island Park is a labyrinth-style free park built on an island with a bridge connecting the mainland, a greenhouse and some other recreational facilities, a cafe and a restaurant. It is beautiful to visit in summer and autumn. There are many pavilions, pavilions and water pavilions in it.",3.0,2017-07-05 21:56:18
99874,https://ak-d.tripcdn.com/images/fd/headphoto/g4/M01/D5/AC/CggYHFXWz8-AWhOfAADPSK5YyPE305.jpg,wongthewong,It&#39;s an unexpected park. It&#39;s pleasant to sit in the park for an afternoon.,5.0,2015-11-07 11:53:01
99874,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,coldwar,"Xianyou Island Park is located in the small island park of Hanjiang River. It connects with land through bridges. Like Qingxi River, it is a re-treatment of the polluted environment. In fact, there is no fun. There is a coffee shop and a botanical garden and so on. Many old people are fishing in the park.",3.0,2019-03-03 16:17:45
99874,https://ak-d.tripcdn.com/images/1i55a12000dex2inkB7FE.jpg,lovejiajia930,"Very good, very clean ecological paradise, very well protected, we all play very satisfied.",5.0,2016-01-13 18:44:31
99874,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,M21***96,"The whole Xianyou Island is a park. Another scenic spot case of transformation, the design is really brilliant, worthy of being often appeared in the text of the case. Look at it.",5.0,2016-03-19 11:47:52
99874,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,游在这方天地,"Sennyou Island Park is the earliest ecological park in Korea. It is also a water park. There are aquatic botanical garden, environmental water game park and so on.",4.0,2015-12-28 19:57:26
