place_id,head_image,user_name,content,user_rating,create_time
141378865,https://ak-d.tripcdn.com/images/0a231224x8tv0yoqk2918.jpg,a.ton,nice,5.0,2024-01-25 10:30:24
24650134,https://ak-d.tripcdn.com/images/0Z83o12000atsuaik0F2A.jpg,爱喝柠檬茶,"Very close to the Chinese embassy, I feel very familiar with the Chinese characters, maybe because it is class time, I don&#39;t see students, the yellow outer wall, only see the runway through the iron gate, think about your past student days.",4.0,2016-11-26 18:22:59
24650134,https://ak-d.tripcdn.com/images/Z80g0z000000mp6870B68.jpg,Bolton1984,"Chinese is taught here, a gathering place for overseas Chinese, and also speaks about Chinese history and culture.",5.0,2018-01-26 15:57:28
24650134,https://ak-d.tripcdn.com/images/zc05170000011gffv6AD5.jpg,阿里巴第二代,"The location of the school is very good, not very big but the conditions are very good, the green plastic runway is very conspicuous",5.0,2016-12-03 10:53:03
24650134,https://ak-d.tripcdn.com/images/1i54412000dex20ub5452.jpg,qingqing11,"Public colleges, facilities and equipment are relatively complete, school style rigorous, let parents rest assured!",5.0,2018-11-12 21:34:12
24650134,https://ak-d.tripcdn.com/images/1h60u120009dj37h5F5F6.jpg,屹耳🚊,"Many overseas Chinese children attend school here, and the school is very ethos",5.0,2017-02-26 23:24:34
24650134,https://ak-d.tripcdn.com/images/Z80j0a0000004cybpAD5C.jpg,周游0531,"Not far from our hotel, it feels like no one!",5.0,2016-09-08 00:52:40
24650134,https://ak-d.tripcdn.com/images/0Z837120008og4zkkE2D9.jpg,Miss Junny,"Seoul is a romantic place, I think of many Korean dramas",4.0,2016-08-07 20:53:05
24650134,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,139***68,"General primary school, did not feel the need to visit",4.0,2017-03-30 15:32:57
24650134,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,铁哥0335,"Beautiful environment, strong Korean style, service standard! :",3.0,2016-10-20 01:37:29
24650134,https://ak-d.tripcdn.com/images/1i54412000dex20ub5452.jpg,M53***51,I didn&#39;t know it was Overseas Chinese Elementary School before I walked over. The people I saw were right.,3.0,2018-04-12 18:47:59
24650134,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,M48***10,"Is it necessary for overseas Chinese primary school to be small, the area is relatively small.",3.0,2018-11-15 20:51:55
24650134,https://ak-d.tripcdn.com/images/1i55t12000dex1sw610BA.jpg,킴킴키,It&#39;s a Chinese school. I&#39;m in class. I can&#39;t see the students.,3.0,2021-10-24 12:00:27
