place_id,head_image,user_name,content,user_rating,create_time
10793228,https://ak-d.tripcdn.com/images/0a20t224x8wq83v5y09F8.jpg,kharl izz,"1 hour jazz tour down the Han River in Seoul for foreigners only - must show passport. Stayed top-deck for view, but could hear jazz singer when she performed. Nice mellow voice. Solo ticket to 7pm boat ride - Seoul is densely populated, yet is beautiful and clean. Pleasantly surprised to find parks open 24hrs - they&#39;re safe, even after dark. Impressed.location:290 Yeouidong-ro, Yeouido-dong, Yeongdeungpo District, Seoul, Korea Selatan",5.0,2024-10-06 14:19:10
10793228,https://ak-d.tripcdn.com/images/0a23e224x8vumxbvpF0D1.jpg,desintamay,"An eland cruise refers to a wildlife safari or excursion focused on spotting eland, which is the largest species of antelope, during a broader game drive or cruise through a national park or game reserve. These types of safaris or cruises are common in regions of Africa where eland are native, such as in South Africa, Namibia, Botswana, and Tanzania.",5.0,2024-09-28 13:00:50
10793228,https://ak-d.tripcdn.com/images/0Z83x224x8vynysss4450.jpg,小乱斗豆,"Cruise time: about 40 minutes to listen to the live concert is very popular. There are small dried fish on the ship (3000 won, 15) Address: Seoul &middot; 여의도동 280 여의동로, 영등포구, 여의도동, 서울특별시, 서울특별시 (여의도동 85-1)",4.0,2024-08-21 22:09:28
10793228,https://ak-d.tripcdn.com/images/1i50h12000dex2cnoF179.jpg,乱柒八早,"Very good, this class at 8:30 pm can see fireworks, so beautiful, great value for money.",5.0,2024-08-29 11:17:55
10793228,https://ak-d.tripcdn.com/images/Z80511000000rfgdk2763.jpg,林初宴,"Very good, very satisfied",5.0,2024-08-30 20:17:04
10793228,https://ak-d.tripcdn.com/images/1mi6o12000b5md1d77B69.png,Anonymous User,Totally recommended! Nice scenery and the view! The 40 minute cruise was also refreshing and fun. I haven&#39;t seen so many eagles above me haha.,4.0,2024-06-18 15:14:11
10793228,https://ak-d.tripcdn.com/images/0a24f224x8u5ijwz43DA1.jpg,Naran1125,great great,5.0,2024-06-25 16:27:10
10793228,https://ak-d.tripcdn.com/images/0a20j22159zposqc0BF4B.jpg,낑깡이,"It is one of the best ways to see the night view of the Han River. The night view is well seen outdoors on the second floor. On the first floor, you can sit down and enjoy the songs sung by jazz singers.",5.0,2023-01-31 02:56:25
10793228,https://ak-d.tripcdn.com/images/0Z86d12000f07029s1035.jpg,林招财,"It&#39;s snowing, so there are cruise ships.",5.0,2016-05-20 12:38:08
10793228,https://ak-d.tripcdn.com/images/0Z834120008q47b3988F1.jpg,XⅰαO,"Very beautiful river, good scenery, a lot to see, have fun, fun, it is recommended.",5.0,2023-07-13 21:43:39
