place_id,head_image,user_name,content,user_rating,create_time
20905789,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,coldwar,"The Seoul Education History Museum shows the development of the city&#39;s educational history, and in a relatively short period of the twentieth century, Seoul developed into a luxurious and livable city. From the earliest aristocratic private enclaves to the emergence of various stages of school in modern times, and various versions of textbook exhibitions.",4.0,2017-11-19 15:57:53
20905789,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,doudourw,"A small museum with an introduction to the history of educational development, you can learn about some changes in the local area",5.0,2017-08-29 08:50:52
20905789,https://ak-d.tripcdn.com/images/fd/headphoto/g1/M07/9C/F7/CghzfVSWctSAVNv-AABdZOtXPuw848.jpg,doridoris啦啦啦,"Not bad, it feels more fun than the plan, it is indeed generally OK",5.0,2017-10-07 20:30:24
20905789,https://ak-d.tripcdn.com/images/1i52g12000dex1hwn04E3.jpg,艾李李,"The Seoul Education History Museum has a very rich history and materials, the educational history here is very long, many educational materials can be appreciated here, as well as high school textbooks.",4.0,2016-01-15 15:47:45
20905789,https://ak-d.tripcdn.com/images/1i52g12000dex1hwn04E3.jpg,艾思文,"Seoul Education History Museum is a place with rich historical materials, the historical museum here is very popular, the scale of education history is also very large, many things can be appreciated.",4.0,2016-05-12 17:25:26
20905789,https://ak-d.tripcdn.com/images/1i54d12000dex2bvn9345.jpg,M16***65,"Beautiful scenery, beautiful environment, full of fun",5.0,2017-11-19 23:01:56
20905789,https://ak-d.tripcdn.com/images/1i54412000dex20ub5452.jpg,_NE***24,"School students are mainly visited. Small museums, interested in the Japanese occupation of Seoul can go to see, there are school clothes, teaching supplies, etc.",4.0,2016-05-10 14:28:29
20905789,https://ak-d.tripcdn.com/images/fd/headphoto/g4/M08/8E/C9/CggYHlXO_NGAKjR8AAocnvL2PTc164.jpg,星野弥生,"Seoul Education History Museum is a free cultural venue for citizens, mainly introducing the development of education in Korea and the changes that are now actively promoted. pretty good.",4.0,2015-07-28 23:12:40
20905789,https://ak-d.tripcdn.com/images/Z80f090000003v4slED8E.jpg,JOY7799,"Let us seem to be back in childhood, the original South Korea is also like this, and China really has no particularly big difference, there are good things that resonate easily.",4.0,2016-12-11 21:54:20
20905789,https://ak-d.tripcdn.com/images/1i54412000dex20ub5452.jpg,-小菜菜-,"A free museum, not too large, showing the education system in Korea, the educational process and other things",4.0,2015-07-21 14:39:08
20905789,https://ak-d.tripcdn.com/images/t1/headphoto/651/990/790/2d73b27832da408db2862d937a468fbf.jpg,E35***63,"As an ordinary middle school teacher, I still want to see the education museum. It is free and the collection is very rich.",4.0,2016-04-22 16:31:11
20905789,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,300***09,"The Korean educational archives are stored here, equivalent to a small museum.",4.0,2017-11-18 08:21:23
20905789,https://ak-d.tripcdn.com/images/0Z84b12000cp9gufv4514.jpg,PandoraFei,"The information is very rich, the equipment and facilities in the museum are OK, and the fun is also very strong.",4.0,2017-08-30 11:09:15
20905789,https://ak-d.tripcdn.com/images/zc0l170000011e3741A91.jpg,贺晓麦,This place feels relatively deserted and there are no people.,4.0,2018-05-03 14:33:27
20905789,https://ak-d.tripcdn.com/images/fd/headphoto/g1/M09/9F/E6/CghzflV3DKSAeUkcAAAXs7Zni_4858.jpg,筱筱,The Seoul Education History Museum is really good!,4.0,2017-11-22 11:39:24
20905789,https://ak-d.tripcdn.com/images/1i55a12000dex2inkB7FE.jpg,a155323339,"This museum is free, the main collection is Korean cultural materials, there are many video photos and other image materials, school students are mainly visited.",3.0,2016-01-26 13:05:14
20905789,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,M48***10,I went the wrong way and just went in and wandered around.,3.0,2018-06-02 22:52:18
20905789,https://ak-d.tripcdn.com/images/0a249224x8u4ea3ka8DB4.jpg,TourdeMonde,There is also an old stationery and a good museum to take children with good access in the middle of Samcheong-dong!!,5.0,2024-01-07 22:48:45
90424,https://ak-d.tripcdn.com/images/1i55a12000dex2inkB7FE.jpg,M25***40,"I don&rsquo;t have much impression of this place, because I didn&rsquo;t enter the inside to visit, just when I was casually outside, I noticed it after listening to others&rsquo; introductions. I looked at the past from afar, and I felt very majestic.",4.0,2019-11-08 23:44:41
90424,https://ak-d.tripcdn.com/images/Z80h1b000001av4wv95F4.jpg,royal_tian01,"The National Conference Hall is located on the island of Sapporo, which is one of the centers of Korean politics. The green building is very magnificent from a distance. It is said that it can be visited for free, but it needs to be reserved. There is no appointment when the time is too late.",4.0,2019-08-12 22:33:40
90424,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,E20***63,The Korean National Conference Hall can be visited. It is very similar to the foreign city hall. There are a lot of sculptures. The big lawn is quite suitable for taking pictures. I made an appointment to visit. It looks like an office.,4.0,2019-04-17 23:14:44
90424,https://ak-d.tripcdn.com/images/1i50h12000dex2cnoF179.jpg,_TS***5u,"It&#39;s a beautiful place! Take a look~ Spring, summer, autumn, winter, the landscape is beautiful.",5.0,2023-02-19 01:41:39
90424,https://ak-d.tripcdn.com/images/0a2212215d6fdjx4gFA9A.jpg,쏭이맘,"The National Assembly Building in Yeouido, Seoul, South Korea. The dome-shaped roof is wonderful.",5.0,2023-05-06 18:55:35
