place_id,head_image,user_name,content,user_rating,create_time
22846519,https://ak-d.tripcdn.com/images/Z8040d0000006rh7q9FA6.jpg,zixunshi99,"In fact, in addition to some famous attractions, I think his university is also a very worth visiting attraction around other universities. This attraction is a not-so-known attraction, but I think it is not bad.",4.0,2019-06-15 22:14:17
22846519,https://ak-d.tripcdn.com/images/0a22k3224sfskiebk3B7A.jpg,RUSAH,"It&#39;s a short walk from Hapjeong Station, a place where you can be reverent as you walk on the cross.",5.0,2022-09-16 11:48:27
22846519,https://ak-d.tripcdn.com/images/1i55t12000dex1sw610BA.jpg,谁美若天仙8386,"Holy place! Come you will have a lot of thoughts, remember the past",5.0,2020-10-15 14:38:38
22846354,https://ak-d.tripcdn.com/images/Z80w15000000xdar11379.jpg,M32***23,"What a wonderful place. I came here in March with my two children (one aged 10, the other 20) and spent at least three hours entertaining myself (but probably more time here). Lots of interesting and educational exhibits to do, and the planetarium is excellent. If you have children, you will definitely recommend visiting here.",5.0,2020-06-22 22:19:01
22846354,https://ak-d.tripcdn.com/images/fd/headphoto/g5/M00/3C/AC/CggYsVaw3T-AWFV_AACpDjtgSl0058.jpg,rain,"The National Seoul Science Museum was officially opened in 1945, damaged during the June 25 war, and rebuilt in 1972 in today&#39;s location. The National Seoul Science Museum offers visitors the opportunity to experience science with a clear and understandable scientific principle.",4.0,2023-04-01 23:54:50
22846354,https://ak-d.tripcdn.com/images/1i54d12000dex2bvn9345.jpg,M32***83,"There is a lot of scientific knowledge popularized here, and many scientific phenomena can be seen. After the visit, the knowledge is very long.",5.0,2022-01-15 04:09:09
22846354,https://ak-d.tripcdn.com/images/300b0q000000goj1q848A.jpg,_We***00,There is a children&#39;s hall in the museum. It&#39;s very good. You can bring more children to play.,5.0,2016-03-31 17:42:08
22846354,https://ak-d.tripcdn.com/images/1i52g12000dex1hwn04E3.jpg,_M1***27,The Science Museum here is suitable for children and adults to play with. There are many exotic treasures in it. It&#39;s good to have a long knowledge.,5.0,2015-11-17 14:15:05
22846354,https://ak-d.tripcdn.com/images/Z80e17000001175db6F67.jpg,蜜儿的旅行,"I took the children, it&rsquo;s good, there are not many people, I like to go to these places to see",5.0,2020-05-13 10:34:50
22846354,https://ak-d.tripcdn.com/images/fd/headphoto/g3/M0B/67/1E/CggYG1YzjA6AfxiPAADZgrTVAEE872.jpg,豌豆豆,"This museum is very historic. It was destroyed before, but now it is rebuilt. There are four floors in it and two floors underground. The second to third floors are about the principles of Science in the Science Experience Hall. They are interesting. The fourth floor is about the theme of the universe. There are also experience classrooms. In fact, if you take children, you can come and play. 1,000 won for tickets",4.0,2015-11-25 15:44:32
22846354,https://ak-d.tripcdn.com/images/Z80f090000003v4slED8E.jpg,JOY7799,"There are many theme venues in the Seoul Science Museum of Korea, especially the cosmic theme venue on the fourth floor, which attracts children very much.",5.0,2016-12-27 22:44:30
22846354,https://ak-d.tripcdn.com/images/Z80l0b0000005j8fv247C.jpg,错了,There are many very special things in it. Some students are visiting and studying in it.,5.0,2017-12-09 14:49:06
22846354,https://ak-d.tripcdn.com/images/1i50112000dex2eb2B282.jpg,达达和妮妮,This is an interesting science museum. There are many surprising discoveries you can find.,5.0,2018-02-11 23:25:38
22846354,https://ak-d.tripcdn.com/images/1i55a12000dex2inkB7FE.jpg,a155323339,"Adults and children can play in a happy exhibition hall, which can learn astronomy, geography, human history and other aspects, with a certain degree of interest and the inside explanation is free.",4.0,2016-01-25 12:07:59
22846354,https://ak-d.tripcdn.com/images/Z80a10000000o2k9uFDCB.jpg,天边的海999,"Can understand a lot of knowledge, very good to take children to understand science.",5.0,2018-01-11 15:54:02
22846354,https://ak-d.tripcdn.com/images/Z80g0z000000mp6870B68.jpg,Bolton1984,"South Korea&#39;s concentrated display of science and technology, a very big place",5.0,2018-02-18 22:44:58
22846354,https://ak-d.tripcdn.com/images/1i54b12000dex2gdeE7AD.jpg,M22***00,,4.0,2019-10-16 13:26:36
22846354,https://ak-d.tripcdn.com/images/fd/headphoto/g4/M00/0A/1E/CggYHVXJYluABTeOAAsNqFtwjtw381.jpg,虎爸的老婆,,4.0,2019-05-22 23:37:28
22846354,https://ak-d.tripcdn.com/images/0Z83n120008pvt55c0D4B.jpg,bfj***na,"Very depressed, now in the decoration, only in July of 17 years.",1.0,2016-10-05 12:18:33
39793403,https://ak-d.tripcdn.com/images/0a24j2224qe29bwfk5F97.jpg,johnswj90,Splendid colours to be viewed during autumn as they allow more visitors into the garden during autumn.,5.0,2022-09-18 01:23:17
39793403,https://ak-d.tripcdn.com/images/zc02170000011l03o44C7.jpg,无敌幸运星啦,"The back garden must be led by a commentator to visit, from 8 am to 4 pm, half an hour. Changde Palace was built in accordance with the &quot;front and back city&quot; of Zhou Li. The palace is built north to south, but unlike the Jingfu Palace, which is built strictly according to the central axis, but is arranged from west to east according to the terrain design. The palace complex of Changde Palace, rebuilt in 2004, the original building was destroyed during the Japanese occupation. So it looks particularly new. Before I came to Changde Palace, I thought that the back garden and the Imperial Garden of the Forbidden City were similar. After a round, I experienced much more than the Royal Garden. It was a masterpiece of traditional classical gardens. No wonder it was a world cultural heritage. There are pine and cypress in the back garden, there are maple trees, and autumn must be a scene of the mixed sky reflecting the red maple.",5.0,2020-08-09 18:47:05
39793403,https://ak-d.tripcdn.com/images/Z80w15000000xdar11379.jpg,M32***23,Changdeokgung Huwon Secret Garden There are many trees and plants and the garden is well maintained. This is an ideal place to view the attractions. Walking distance from the Moon Park and the trails is good 〜 especially at sunset!,5.0,2020-06-22 22:28:37
39793403,https://ak-d.tripcdn.com/images/0Z85g120009emfvdu2FC2.jpg,还不曾去过倒悬山！,"Changde Palace and Changqing Palace are next to each other, and the impression is a palace for the elderly of the Queen Mother. A bit like Cixi... Renzong&#39;s king had caught fire during the period, and it became a turning point in the political struggle at that time.",4.0,2021-07-28 21:04:54
39793403,https://ak-d.tripcdn.com/images/Z80412000000s9tge1BDB.jpg,coo***an,"I really want to see the pavilions and pavilions scattered, and I can only come to the Jiangnan place of our motherland, where there are scenes everywhere! This back garden is just to see it. It is more ordinary to pass by and stroll in. It can only be said to see the extent of the Chinese culture retained in South Korea.",5.0,2019-10-12 14:05:55
39793403,https://ak-d.tripcdn.com/images/0Z83112000adbpcdk1300.jpg,蓝星旅行家,"The Miwan, built in the 17th century, is an important part of the overall building of Changde Palace. The Miwan was built on the mountain, covering an area of about 60,000 square meters, and was the royal garden of the year. It was once the residence of royals and palaces, with pavilions and natural canyon streams, the imperial examination examination room Yinghuatang, and the fish water pavilion, Diaoyutai and the whip pavilion in the pool for king fishing.",5.0,2019-08-11 12:26:24
39793403,https://ak-d.tripcdn.com/images/0Z83x120008p18a2h3D41.jpg,M29***53,"The back garden is also one of Korea&#39;s few courtyards. Generally, it takes 60 minutes to visit, and 120 minutes to visit. As the world heritage site in Seoul, you must not miss it.",4.0,2019-10-15 10:58:32
