place_id,place_name,comm_score,cover_image_url,location,tag_list,coordinate_type,latitude,longitude,address,description
141683140,Eden Meerkat Friends,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.552438,126.922971,"South Korea, Seoul, Mapo-gu, Wausan-ro 21-gil, 20 3층",No Description
146624027,Yeonan Pier Marine Square,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Incheon,,GCJ02,37.454895,126.601206,"36 Yeonanbudu-ro, Jung-gu, Incheon",No Description
65177704,Hanyang Doseong Exhibition Hall,0.0,https://ak-d.tripcdn.com/images/0106y12000a4lw34zA907.png,Seoul,['Museums'],GCJ02,37.588515,127.002832,"63 Changgyeonggung-ro 35-gil, Jongno-gu, Seoul, South Korea",No Description
56044106,Cheonggyesan Mountain,5.0,https://ak-d.tripcdn.com/images/ww0h1f000001grm528D89.png,Uiwang-si,['Mountains'],GCJ02,37.414166,127.041579,"| Wonteogil, Seocho-gu, Seoul, Gwacheon, Gyeonggi-do, South Korea","Cheonggyecheon Mountain is presumed to be called ""Cheonkyee"" because the water flowing down from this mountain is clear, and it is now developed as a famous tourist attraction."
146447953,JUMPSKY,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,Seoul,,GCJ02,37.479707,127.12472,"111 Songpa-daero, Songpa-gu, Seoul",No Description
65178467,Yongsan Crafts Museum,0.0,https://ak-d.tripcdn.com/images/0104x120009bczcm31834.png,Seoul,['Museums'],GCJ02,37.538961,127.002059,"728-10 Hannam-dong, Yongsan-gu, Seoul",No Description
62063118,Osung Golf Club,0.0,https://ak-d.tripcdn.com/images/fd/tg/g1/M05/AE/86/CghzfVW7IACAdNUUAAApYkE6OAY131.jpg,Paju-si,['Golf Courses'],GCJ02,37.714319,126.776374,"551-36, Sangjiseok-ri, Gyoha-eup | Golf Yeonseup HI 300, Paju, Gyeonggi-do, South Korea",No Description
10758867,Daemyung Vivaldi Park Ski Resort,4.6,https://ak-d.tripcdn.com/images/350s1a00000190uo06FA4.jpg,Hongcheon-gun,['Outdoor Skiing'],GCJ02,37.645258,127.681884,"262 Hanchigol-gil, Seo-myeon, Hongcheon, Gangwon-do, South Korea","Daemyung Vivaldi Park Ski Resort is only 1 hour and 10 minutes away from Seoul. It is very suitable for day and late night skiers. The resort has the largest accommodation facilities in Korea. The apartment hotel has direct access to the ski slopes, convenient facilities and high-quality services, and has a good reputation all over the country. Daming Vivaldi Park also has a variety of recreational facilities. If you want to experience the charm of Gangwon-do ski resorts in one day, you may wish to put Daming Vivaldi Park in your itinerary."
23487434,Yongin Nature Recreation Forest,4.9,https://ak-d.tripcdn.com/images/1A0g170000012dbh6A5E6.jpg,Yongin-si,['Forests'],GCJ02,37.31482,127.267602,"220 Choburo, Mohyeon-myeon, Cheoin-gu, Yongin-si, Gyeonggi-do, South Korea","Yongin Natural Recreation Forest is located at the foot of Jeonggwang Mountain, Muhyeon-eup, Yongin City, Gyeonggi-do, at the southern end of Jeonggwang Mountain, which is 562 meters above sea level."
55877944,Gamaksan Suspension Bridge,0.0,https://ak-d.tripcdn.com/images/0104h12000a4ovdzn30EF.png,Paju-si,"['Mountains', 'Bridges']",GCJ02,37.937789,126.947076,"South Korea, Gyeonggi-do, Paju-si, Jeokseong-myeon, 설마리 48-6",No Description
